kelime,tanımı nedir,ne işe yarar,nasıl yapılır,nerede bulunur,niçin yapılır,yanında neler bulunur,ne olunca yapılır,içinde neler bulunur,yapınca ne olur,hammaddesi nedir,neyi kimi yapılır,üst kavramı nedir,kim ne ile yapılır,kim kullanır,neye kime yapılır,sıfatları,nerede yapılır,rengi,kim ne yapar,şekli nasıl,fiziksel zihinsel,canlı cansız
sünger,"['denizlerde kullanılan basit bir canlı türü', 'suyu fazlaca çeken araç', 'suyu çeken malzeme', 'hayvan türü', 'temizlik', 'genellikle denizlerde bir yere tutunarak koloni durumunda yaşayan', 'yumuşak dokulu canlı', 'temizlik işlerinde kullanılan ilkel hayvan', 'ilkel bir hayvan', 'temizlik malzemesi', 'omurgasız deniz canlısı', 'çok hücreli ilkel hayvan', 'inşaat', 'sıvı emen yumuşak bir madde', 'sıvı çeken eşya', 'bulaşık yıkarken kullanılan alet', 'yapay olarak elde edilen temizlik veya dolgu gereci', 'mobilya işlerinde kullanılan su çeken madde']","['temizlik', 'temizlik yapmak', 'temizlik yapmaya', 'temizlemek', 'bulaşık yıkamak', 'temizliğe', 'suyu emer', 'sıvıları kurutmaya', 'temizlik sağlar', 'temizlikte kullanılmak']",,"['mutfakta', 'mutfak', 'tatlı su', 'ayakkabı', 'maket', 'evde', 'ev', 'denizde', 'sudaki taşlar', 'yastık', 'lavabo', 'inşaat', 'bakkal', 'banyo', 'nehir', 'banyoda', 'okyanus', 'nalbur', 'deniz', 'dolap']",,"['tabak', 'deniz canlıları', 'su', 'taş', 'deterjan', 'bulaşık', 'sabun', 'balık', 'musluk', 'kum', 'deniz kumu', 'su altı canlıları', 'şampuan', 'toprak', 'bulaşık teli', 'sıvı', 'deniz yıldızı', 'cila', 'mutfak eşyaları']",,"['sünger maddesi', 'gözenek', 'hücre', 'sistem', 'su', 'hayvanın iskeleti', 'hava', 'kimyasallar', 'boşluk']",,"['organizma', 'sünger', 'plastik', 'sünger hayvanı', 'selüloz', 'proteini', 'kimyasal', 'selülozdan', 'poliüretan', 'sünger iskeleti', 'kumaş', 'sentetik']",,"['malzeme', 'temizlik', 'eşya', 'emici', 'canlı', 'alet', 'temizlik malzemesi', 'temzilik malzemesi', 'ev eşyası', 'araç', 'deniz canlısı', 'hayvan', 'mutfak eşyaları', 'omurgasız hayvan', 'mutfak aleti', 'omurgasız canlılar']",,"['temizlikçi', 'herkes', 'insanlar', 'kadın', 'bulaşıkçı', 'insan', 'hayvan', 'temizlikçiler', 'temizlik yapanlar']",,,,"['yeşil', 'turuncu', 'sarı', 'pembe', 'kahverengi', 'tüm renkler']",,"['dikdörtgen prizma', 'şekilsiz', 'yuvarlak', 'yumak', 'katı', 'dikdörtgen', 'kare', 'dikdörtgenler prizması']",,"['iki türü dek var', 'canlı', 'cansız']"
süpürge,"['yerleri süpürmeye yarayan temizlik aleti', 'süpürme gereci', 'tozlanmış bir ortamı temizleyen elektirikli alet', 'yerlerdeki kırıntıları ve tozları temizlemeye yarayan bir temizlik aracı', 'yerleri temizlemek için üretilen alet', 'süpürme işinde kullanılan araç', 'süpürmeye yarayan temizlik aracı', 'temizlik aleti', 'temizlik işlerinde kullanılan alet', 'vakumlu temizlik aracı', 'temizlik gereci']","['temizlik için kullanılan araç', 'süpürme', 'temizlik', 'süpürmek', 'temizlik yapmak', 'temizlik yapmaya', 'temizlemek', 'temizlemeye', 'tozları çekmeye yarar', 'temizlik sağlar', 'uçmak', 'temizlikte kullanılmak']",,"['mağaza', 'kiler', 'oda', 'balkon', 'markette', 'tavan arası', 'temizlik dolabı', 'temizlik odası', 'evde', 'ev', 'dolap', 'ofiste', 'ofis', 'bahçe', 'masal kahramanları', 'depo', 'salon']",,"['vileda', 'taş', 'motoru', 'süpürge sapı', 'deterjan', 'kürek', 'çöp kovası', 'halı', 'bez', 'maşa', 'temizlik malzemleri', 'pislik', 'faraş', 'kir', 'makine', 'kova', 'süpürge ucu', 'sihirli değnek', 'fiş', 'elektrik', 'boru', 'toz', 'leğen', 'fırça']",,"['hazne', 'elektronik parçalar', 'filtre', 'toz torbası', 'pislik', 'çöp torbası', 'demir', 'torba', 'saman', 'boru', 'toz', 'mikrop', 'motoru', 'kir', 'toz haznesi', 'filtre torbası', 'çalı']",,"['meta', 'hasır', 'plastik', 'demir', 'saman', 'kamış', 'ağaç', 'polimer', 'çalı']",,"['ev aleti', 'malzeme', 'tozsuz', 'eşya', 'beyaz eşya', 'alet', 'temizlik malzemesi', 'temizlik aracı', 'temzilik malzemesi', 'ev eşyası', 'ev aletleri', 'araç', 'temizlik maddesi', 'temizlik gereci', 'temizleyici']",,"['hizmetçiler', 'temizlikçi', 'evde oturanlar', 'herkes', 'anneler', 'insanlar', 'temizlik görevlileri', 'babalar', 'insan', 'temizlikçiler', 'temizlik yapanlar']",,,,"['yeşil', 'siyah', 'beyaz', 'sarı', 'kırmızı', 'kahverengi', 'gri', 'tüm renkler']",,"['dikdörtgen prizma', 'şekilsiz', 'uzun', 'silindir', 'katı', 'dikdörtgen', 'kare', 'üçgen']",,['cansız']
sürahi,"['içerisine içecek koyulan kap', 'içecek koymaya yarayan', 'içerisine su konulan alet', 'su veya içecek konulan kap', 'sıvı konan kap', 'içerisine içecek konan bir sıvı kabı', 'içinde sıvı muhafaza edebilen cam veya seramik yapı', 'içine içeçek koyulan mutfak aracı', 'içecek koymaya yarar', 'uzunca boylu kap', 'meta', 'plastik voden yapılmış', 'içinde su bulunan nesne', 'su koyma şişesi', 'bol miktarda sıvı koyulabilen büyük cam saklama kabı', 'genelde cam veya plastikten yapılan içine su', 'cam', 'ayran gibi içecekler konulan bir kap çeşidi', 'plastik vanden yapılan kap', 'içecek koymaya yarayan kap']","['muhafaza etmek', 'içine içecek konulur', 'içecekleri tutar', 'içecek depolamak', 'su doldurmak', 'su konur', 'içecek koyma', 'saklamak', 'su taşımak', 'sıvı tutmak', 'sıvı koymaya', 'sıvı muhafaza etmek', 'sıvı saklama', 'içecek servis edilmesinde kullanılma', 'sıvı taşımak', 'içecek doldurmak', 'su koymaya', 'sıvıları taşımaya', 'içecek koymaya yarayan araç', 'içecek koymak', 'su içme', 'suyu korumak', 'suyu saklamaya', 'su barındırmak']",,"['masanın üzerinde', 'oda', 'markette', 'iş yeri', 'evde', 'yemekhane', 'masanın üstü', 'züccaciye', 'ev', 'mutfakta', 'ofiste', 'masa', 'buzdolabı', 'mutfak', 'dolap']",,"['çatal', 'su', 'tabak', 'bardak', 'yemek', 'altlık', 'kesim tahtası', 'masa', 'sehpa', 'buz']",,"['su', 'ayran', 'sıvı', 'meyve suyu', 'içki', 'cam', 'içecek']",,"['cam', 'plasik', 'su', 'plastik']",,"['gereç', 'ev aleti', 'malzeme', 'eşya', 'kap', 'mutfak eşyası', 'alet', 'temizlik malzemesi', 'ev eşyası', 'sıvı kabı', 'cam', 'mutfak eşyaları']",,"['garson', 'sunular', 'susayanlar', 'içecek içenler', 'herkes', 'insanlar', 'insan']",,,,"['saydam', 'siyah', 'beyaz', 'şeffaf', 'renksiz', 'renkli']",,"['dikdörtgen prizma', 'ova', 'yuvarlak', 'silindir', 'katı', 'silindirik', 'prizma']",,['cansız']
sürdürmek,"['yapılan bir işin devamını sağlamak', 'sürme eylemini yaptırmak', 'devam ettirmek', 'ilerletmek', 'sürme eylemini yapmak', 'devam etmesini sağlamak', 'sürme işini yaptırmak', 'mücadele etmek', 'sürme işlemini yaptırmak', 'sürmek eylemini yaptırmak', 'sürmesini sağlamak', 'bir olayı devam ettirmek', 'bir işin', 'devam etmek', 'bir durumun sürüp gitmesini', 'insan', 'bir şeyi devam ettirmek']",,"['zor kullanarak', 'sürekli', 'işi yapmaya devam etmek', 'çalışarak', 'kararlılıkla', 'istikrarlı', 'kararlı kalmak', 'evlilik', 'devamlılık ettirerek', 'öğreterek', 'işe giderek', 'devam ettirmek', 'olay', 'düzenli', 'gelenekleri gelecek nesillere aktararak', 'yapılan işi devam ettirmek', 'anlaşarak', 'sürerek', 'devam etmek', 'planlamak']",,"['bitirmek', 'devam ettirmek', 'gerekmek', 'para kazanmak', 'güzel görünmek', 'yok olmamak', 'para', 'ülke', 'ödev', 'tutarlılık', 'devamlılık', 'kararlı kalmak', 'alışkanlık', 'yalnız kalmamak', 'hareket', 'bitirmemek için']",,"['yasak', 'anlaşmazlık', 'kazanmak', 'devam etmek', 'bitmek üzere olmak', 'bitmesini istemeyince', 'kararsız', 'ihtiyaç', 'kazanmak için', 'durunca', 'güzel', 'güvensizlik', 'başarılı', 'tahta geçince', 'yalan']",,"['devam eder', 'kararlı', 'beka', 'ilerlemek', 'disiplin', 'süreklilik', 'garanti', 'zihinsel', 'ulaşım', 'yaşamak', 'ilişki', 'devam etmek', 'güzel', 'uzatmak', 'yalan']",,"['kural', 'iş', 'ilişkisi', 'doğa', 'konuyu', 'evlilik', 'ilişki', 'olayı', 'olay', 'duygu', 'koşul', 'görüşme', 'yalan', 'konuşmak', 'ınsan', 'yaptığın şeyi', 'konu', 'program', 'proje']",,"['yasak', 'makyaj malzemesi', 'tutum', 'bilgisayar', 'iş hayatı', 'olay', 'kararlılık', 'otobüs', 'iş', 'gelenekler', 'ilişki', 'durum', 'insan', 'yalan']",,"['yalan söylenen kişi', 'ınsan', 'patrona', 'ilişkiye', 'insanlık', 'işe', 'duruma', 'kendisine', 'insan', 'durum', 'sevgili', 'şoför', 'karar']",,"['hayat', 'her yer', 'evde', 'iş yeri', 'yol', 'ofiste', 'ofis', 'dünya', 'heryer', 'işte', 'mutfak', 'kuaför', 'hayatta']",,"['kral yönetir', 'çalışanlar', 'öğrenci', 'yalancı', 'herkes', 'insanlar', 'makyaj', 'anne', 'insanlık', 'hakem', 'çalışan', 'sevgili', 'insan', 'şoför']",,,
sürmek,"['önüne katıp götürmek', 'yönetmek', 'tarlayı ekmek için yapılan işlem', 'dokundurmak', 'araba vb için yönetip', 'bir aracı kontrol etmek', 'sevk etmek', 'yönetip yürütmek', 'bir aracı yönetme eylemi', 'araç kullanmak', 'bulaştırmak', 'itelemek', 'at', 'yürütmek', 'kullanıp yürütmek', 'mücadele etmek', 'hareket ettirmek', 'şoför', 'bir taşıtı kullanmak', 'sürme eylemi', 'binmek', 'bir şeyin devam etmesi', 'devam etmek']",,"['öğrenerek', 'fren', 'dikkatlice', 'taşıt kullanılarak', 'kol', 'ayak', 'oturarak', 'bacak', 'patronu', 'gaz', 'sürmek', 'hız', 'koşarak', 'el', 'hızlı', 'kaydırarak', 'satışa sunmak', 'dikkatle', 'yavaş', 'kontrol etmek', 'ilerlemek', 'alıp götürmek', 'kullanarak']",,"['seyehat', 'ekmek', 'devam ettirmek', 'ulaşmak', 'konum değişim', 'ekine hazırlık', 'yemek', 'seyahat etmek', 'ulaşım için', 'gitmek', 'bir yere gitmek için', 'ulaşım', 'gol atmak', 'hareket', 'ürün elde etmek için', 'seyahat', 'ehliyet', 'varmak']",,"['bahar', 'gitmek isteyince', 'mevsim gelmek', 'sevk', 'aç kalmamak', 'motora binmek', 'ehliyet sahibi', 'geç kalmak', 'gitmek', 'acıkınca', 'gitme', 'ihtiyaç', 'trafik', 'yolda olunca', 'yola çıkınca', 'yorulmak']",,"['ulaşmak', 'doyulur', 'gitmek', 'ulaşım', 'yer değiştirilir', 'mahsul', 'mutlu', 'varmak', 'ulaşılır', 'hareket etmek', 'ürün elde edilir', 'taşıt hareket eder', 'gidersin', 'bir yere varmak', 'hareket', 'gol atılır', 'emniyet', 'tarla hazır halk gelmek', 'fiziksel', 'ulaşım sağlanır', 'ilerlemek']",,"['sınava girmek', 'yüzeyi', 'ınsan', 'araç ile', 'yol', 'sürat', 'araç', 'araba', 'arabayı', 'motoru', 'hız', 'direksiyon', 'traktör', 'tarla', 'ruj']",,"['takım arkadaşı', 'traktör', 'ekmek', 'bisiklet', 'bıçak', 'gaza basmak', 'motosiklet', 'insan', 'direksiyon', 'tırpan', 'çapa', 'taşıt', 'kaslar', 'araç', 'öküz', 'çikolata', 'el', 'göz', 'araba', 'zaman']",,"['ekmek', 'ınsan', 'dudak', 'yol', 'hedef', 'sürücü', 'taşıta', 'top', 'araç', 'ulaşılacak yer', 'araba', 'ekmeğe', 'öne sürmek', 'insan', 'tarla']",,"['futbol sahası', 'otoyolda', 'ulaşmak', 'ayna', 'yol', 'motorsiklet', 'tarlada', 'mutfakta', 'uçak', 'tren', 'denizde', 'yolda', 'araba', 'otoban', 'bahçe', 'mutfak', 'tarla']",,"['şöför', 'çiftçi', 'olay', 'sürücü', 'motorcu', 'şöförler', 'araba', 'erkek', 'insan', 'futbolcu', 'çiftçi eker', 'şoför']",,,
süsleme,"['süs yerleştirme sanatı', 'süsleri yerleştirme biçimi ve sanatı', 'bezeme', 'süsleri yerleştirme biçimi veya sanatı', 'süslemek işi', 'bir nesneyi güzelleştiren işlemler', 'bazı ilavelerle bir şeyi çarpıcı halk getirme', 'süslemek için kullanılan nesne', 'bir yeri veya nesneyi güzelleştirme işlemi', 'dekorasyon malzemesi', 'süsleri yerleştirme', 'donanma', 'motifi', 'tezyin', 'çeşitli süsler ile belirlenen ortamı daha güzel halk getirme', 'bir şeyi güzelleştiren malzeme', 'oyma']","['estetik', 'güzelleştirme', 'görsel zevk vermek', 'birşeyi güzelleştirmeye yarar', 'bir eseri güzelleştirmeye yarar', 'yanındaki malzemeleri güzel gösterir', 'etrafın iyi görünmesi için', 'süslemek', 'eğlenmek', 'dekorasyon yapmaya', 'dekor olarak kullanmak', 'dekorasyon', 'güzel göstermek', 'güzelleştirmek', 'süslemeye', 'kutlama', 'güzelleştirmeye']",,"['doğumgünü', 'süslenecek yer', 'pencere', 'duvar', 'hediyelik eşya', 'ev', 'kapı', 'tavan', 'ofis', 'doğum günü', 'her yerde', 'her yer', 'pastada', 'cam', 'sokak', 'salon', 'oda', 'ağaç', 'kırtasiye', 'araba', 'şirket']",,"['mum', 'pasta', 'masa', 'duvar', 'ayna', 'bant', 'fiyonk', 'doğum günü', 'lamba', 'sanatsal eserler', 'süsler', 'süs', 'dekorasyon', 'süs eşyaları', 'balon', 'maytap', 'komidin', 'ağaç', 'kurdele']",,"['nakışlar', 'pul', 'plastik', 'yaldız', 'süs malzemeleri', 'figürler', 'çizgiler', 'fiyonk', 'resimler', 'çizim', 'şekil', 'süsler', 'süs', 'boya', 'cam', 'mimari', 'balon', 'maytap', 'karton', 'kurdele']",,"['meta', 'karton', 'plastik', 'çeşitli', 'süs malzemeleri', 'kağıt', 'süs', 'boya', 'ip', 'kumaş']",,"['eğlence malzemesi', 'dekor', 'eşya', 'güzelleşme', 'dekorasyon ürünü', 'süs eşyası', 'eylem', 'sanat', 'süsleme malzemeleri', 'dekorasyon', 'zanaat', 'eğlence', 'işlem']",,"['süslemeler', 'öğrenci', 'pastacı', 'herkes', 'insanlar', 'insan', 'palyaço']",,,,"['beyaz', 'sarı', 'pembe', 'her renk', 'rengarenk', 'çeşitli renklerde', 'tüm renkler']",,"['yıldız', 'katı', 'her türlü', 'şekilsiz']",,['cansız']
süt,"['beyaz sıvı', 'koyun', 'memeli dişi hayvanların yavruları için ürettiği besin', 'doğal bebek yemeği', 'memelilerin besin sıvısı', 'dişi memelilerin yavrularını beslemek için memelerinden gelen', 'koyun gibi hayvanlardan elde edilen', 'kadınların ve memeli dişi hayvanların memelerinden gelen', 'beyaz besleyici sıvı', 'annelerin çocuklarını beslemek için ürettikleri beyaz renkli besleyici sıvı', 'memeli hayvanların memelerinden gelen beyaz sıvı', 'memeli hayvanların yavrularını beslemek için ürettikleri yoğun sıvı', 'besin değeri yüksek beyaz sıvı', 'memelerinden gelen', 'memeli hayvanların ürettiği beyaz doyurucu sıvı', 'besin değeri yüksek', 'besin değeri yüksek olan beyaz bir sıvıdır', 'keçi gibi hayvanlardan elde edilen içecek', 'memeli hayvanların dişilerinin', 'yavruları için ürettiği içecek', 'inek', 'kadınların ve memeli dişi hayvanların yavrularını besledikleri']","['sağlıklı yaşamak', 'kemikleri güçlendirmek', 'lezzet katmak', 'yemeklere katmak', 'içme', 'kadınların ve dişi memelilerin yavrularını beslemesine yardımcı olurlar', 'besin', 'beslenmeye', 'büyüme', 'sağlıklı olmak için kullanılma', 'hayvanları beslemek', 'büyüme ve gelişmeye yardımcı olmak', 'tatlı yapmak', 'beslenmek', 'beslenme', 'bebekleri doyurmak', 'korumak', 'içilir', 'içmek']",,"['meşe', 'göğüs', 'tatlı', 'canlılar', 'buzdolabı', 'yoğurt', 'mutfak', 'maket', 'şişe', 'keçi', 'evde', 'bardak', 'ev', 'biberon', 'bakkal', 'dolapta', 'insanhayvan memesinde', 'fabrikada', 'markette', 'peynir', 'inek', 'ahır', 'dolap']",,"['su', 'diğer besinler', 'simit', 'kurabiye', 'yoğurt', 'yumurta', 'tarçın', 'baş', 'bardak', 'kaymak', 'canlı', 'emzik', 'yiyecek', 'cezve', 'tereyağı', 'bidon', 'içecek', 'bisküvi', 'şeker', 'peynir', 'kek', 'kakao tozu']",,"['şeker', 'su', 'çikolata', 'vitamin', 'kakao', 'süt', 'yağ', 'karbonhidrat', 'meyve', 'bitki yağı', 'proteini', 'minerali', 'kazein', 'kalsiyum', 'laktoz', 'besleyici bileşen']",,"['vitamin', 'yağ asit', 'süt', 'yağ', 'amino asit', 'süt tozu', 'proteini', 'kalsiyum', 'laktoz', 'minerali']",,"['beyaz sıvı', 'sıvı', 'besin', 'ürün', 'gıda', 'içecek']",,"['fabrika', 'bebek', 'anneler', 'herkes', 'insanlar', 'bebekler', 'canlılar', 'yavrular', 'çocuk', 'babalar', 'insan', 'hayvan', 'aileler', 'çocuklar']",,,,['beyaz'],,"['bulunduğu kabın şeklindedir', 'şekilsiz', 'sıvı', 'sıvıdır', 'akışkan', 'dikdörtgen', 'akıcı', 'silindirik']",,['cansız']
sütğıt,,,,,,,,,,,,,,,,,,,,,,['cansız']
sıkılmak,"['keyfi kaçmak', 'bıkmak', 'yapacak bir şey bulamamak', 'ruhi daralma', 'hoşlanmamak', 'can sıkıntısı duyumsama', 'bunalmak', 'insan', 'can sıkıntısı hissetmek', 'mücadele etmek', 'mutsuz olmak', 'keyif almamak', 'can sıkıntısı duymak', 'sıkma işi yapılmak', 'sürekli tekrarlayan bir durum neticesinde oluşan hissiyat', 'bir durumdan bunalmak', 'sıkıntıya girmek', 'utanıp çekilmek', 'memnun olmamak', 'sıkmak eylemine konu olmak', 'bir durumda karşı fazlaca doygunluk hissetmek']",,"['tepki vererek', 'boş durmak', 'aynı şeyi tekrar etmek', 'bunalım içinde', 'söylenme', 'olamak', 'duyguların değişmesi', 'boşlukta', 'oturarak', 'oturmak', 'hareketlerle', 'bunalarak', 'bunalmak', 'oylayarak', 'içsel', 'boşalarak']",,"['amaçsız', 'bulunulan ortamı bırakmak için', 'farklı duruma geçmek istemek', 'bunalınca', 'sevilmeyen konu', 'eğlencesi azalmak', 'ödev', 'bıkmak', 'zevk almamak', 'oynamak', 'bıkınca', 'istememek', 'beklemek', 'hiçbir şey yapılmadığı için', 'değişiklik', 'boşluk']",,"['boş kaldığında', 'boş kalma', 'monoton', 'asitlerince', 'baymak', 'kötü olmak', 'stabil kalmak', 'boş', 'işsiz kalmak', 'can sıkıntısı', 'baş kalmak', 'geç kalmak', 'sıkıcı bir olayla karşılaşmak', 'hiç bir şey', 'iş olmayınca', 'aktivite olmayınca', 'sevilmeyen konu', 'bunalınca', 'istememek', 'meral bozmak']",,"['mutsuzlaşan', 'fikir değiştirdi', 'mutsuz olmak', 'depressif', 'mutsuzluk', 'sıkıntı içine düşmek', 'zihinsel', 'uyumak', 'kafa dolması', 'bunalmak', 'uyunuz', 'depresyon', 'uyku gelmek']",,"['olayı', 'ınsan', 'öğrenci', 'ev', 'can', 'ders', 'durmak', 'kendisini']",,"['film', 'mimik', 'beyin', 'duygu', 'sık boğaz', 'oturarak', 'kendi başlarına', 'zihin', 'insan', 'durum', 'hayıflansak']",,"['işsizlik', 'dost', 'eş', 'kendime', 'kendine', 'ınsan', 'öğretmen', 'çevreye', 'anne', 'duruma', 'kendisine', 'baba', 'monoton durumlara', 'ders çalışmak', 'insan', 'ders']",,"['sınıf', 'iş', 'işte', 'ders', 'kılınan yerde', 'evde', 'ev', 'heryer', 'her yerde', 'derste', 'iyi hissetmek', 'misafirlik', 'rutin olaylarda', 'sinema', 'heryerde', 'okul', 'sokak', 'trafikte', 'iş yerinde']",,"['öğrenci', 'vücut dili', 'işçi', 'memur', 'herkes', 'insanlar', 'işsiz', 'öğrenci dinlemez', 'çocuk', 'evhanımı', 'insan', 'çocuklar', 'kursiyer']",,,
sınava girmek,"['bir konuda seviye belirlemek için sorulan sorulara cevap vermek', 'testi edilmek', 'bilgi ölçmek amacıyla yapılan sözlü veya yazılı yoklama', 'bir konu üzerindeki bilgisinin ölçülmesini sağlamak için yapılan yoklamada hazır bulunmak', 'soru cevaplamak', 'öğrenci', 'öğretilen bilgiyi kağıt üzerinde kanıtlamak', 'dersleri geçmek için yapılan eylem', 'sınav olmak', 'değerlendirmek için soruları cevaplamak', 'denenmek', 'toplumsal yarış', 'imtihan vermek', 'bilgi ölçmek', 'bilgilerin ölçülmesi için bir sınava dahil olmak', 'mücadele etmek', 'sınav yapılacak odaya sınav çözme amaçlı girmek', 'bir kimse']",,"['öğrenci', 'cevaplamak', 'çalışarak', 'gitmek', 'korku', 'testi', 'okuma alışma', 'mülakat', 'detaylı', 'zor', 'kalem', 'sözlü', 'yazılı', 'kağıt', 'çözmek', 'koşarak', 'sessiz', 'disiplinli', 'testi ile', 'oturmak', 'hazırlanma', 'soru çözerek']",,"['üniversite', 'kazanmak', 'dersten geçmek için', 'diplom almak için', 'zorunluluk', 'ölçülmek', 'sıralamak', 'seviye', 'bilgi ölçmek', 'başarmak', 'başarı', 'ölçme', 'mezun olmak', 'sertifika almak için', 'değerlendirmek', 'değerlendirme', 'başarı kazanmak', 'testi edilmek', 'testi etmek', 'dersi geçmek', 'öğrenmek', 'puanlamak', 'bot almak', 'alışmak', 'anlamak']",,"['eğitim', 'sınav', 'dönem bitmek', 'ders konuları bittiğinde', 'sınav ilan edilmek', 'hedef', 'değerlendirme gerektiğinde', 'sınıfı geçmek', 'bilgi birikimi', 'vize', 'okuyunca', 'dönem sonu', 'durumu ölçmek', 'öğrenme', 'ilerlemek', 'sınav olunca', 'ders', 'konular bitince']",,"['yoklama', 'heyecan', 'bot verilir', 'sınıf geçilir', 'geçti', 'dersten geçilir', 'geçmek', 'kaldı', 'başarmak', 'sınanmak', 'ölçme', 'bot alınır', 'başarı elde edilir', 'ders geçme', 'ölçüm', 'soru çözmek', 'fiziksel', 'başarılar belli olur', 'öğrenmek', 'bot almak', 'öğretmenin istediği olmak']",,"['sınav', 'soru çözülür', 'deneme', 'öğrenci', 'sınıf', 'soru', 'problem']",,"['sınav kağıdı', 'yazarak', 'öğrenci', 'testi', 'sınav', 'kendi başına', 'sorular', 'kalem', 'sözlü', 'insan', 'yazılı', 'asistan', 'gözetmen', 'öğretmen', 'öğrenciler ile', 'kağıt', 'çözmek', 'silgi', 'öğrenci kalem']",,"['öğretmene', 'sınav', 'öğrenci', 'öğretmen', 'kağıt', 'soru', 'sisteme', 'ders']",,"['üniversite', 'derslik', 'sınıf', 'sınıfta', 'sınav merkezi', 'ölçmek', 'iş', 'okulda', 'sınav salonu', 'okul']",,"['hakim', 'polis', 'öğrenci', 'çalışan', 'öğretmen', 'öğrenciler', 'memur', 'aday', 'savcı', 'kağıt', 'öğretmen sınav', 'insan', 'asker']",,,
